time,point_1,point_2,point_3,point_4,point_5,point_6,point_7,point_8,point_9,point_10,point_11,point_12
2.9000000000000004,225.97138805745846,224.94170112072126,226.69941860751308,227.71892711295817,227.19844689330466,228.8269294581442,229.25849075102988,231.82192579869968,232.94641657980213,234.00236258047903,235.59061286860657,232.18275398645775
2.95,222.82058838956272,226.2124751999509,226.88961176116237,227.38234529207278,229.1075875512013,229.8145898840787,228.28254440805827,231.37934928057012,231.36198286897852,232.53481145445318,234.9745337946503,235.35800835789658
3.0,227.5109448911102,227.68354535516292,227.7494677315976,228.5258101164036,228.99427419508157,229.59851261400206,230.70333105316308,231.3482574333838,232.8951846417498,232.66688246459782,234.59415257947026,235.36476561137093
3.0500000000000003,226.32557523647625,227.093057774316,227.23120752675598,228.6495876603168,230.62781631736684,231.04781144411103,231.54370926502776,232.56334584180718,234.9667055014093,235.01319180772745,236.3580581710616,236.92652199255707
3.1,225.74697723306187,226.05120235139916,227.70486746370534,228.28486993555236,230.47393691966175,230.50531289450603,231.15872917112733,230.6718834245461,233.36460810204193,234.6419086061119,235.71711957510487,235.84651764573465
3.1500000000000004,227.25185512782903,228.1146060047151,228.30350417277506,229.2098977253789,231.02871222466186,231.9647762885534,229.5188211276137,234.31487547751732,234.61733881470477,235.1776552089438,237.6277364757549,238.44353005574018
3.2,227.41417234519295,227.07118633590048,228.9259195006148,231.17987105272084,230.61291902325493,232.72018144824685,232.73375495859665,234.4263305371779,234.5431988333892,237.42478889109296,237.21731604196188,239.06550999523307
3.25,226.7806561961318,229.00358736377646,230.51960612435408,230.20229131018684,230.1457502321889,232.61067660622365,235.3544395989173,235.09178689732684,236.08352650140478,237.18980627212207,239.02086802322285,239.8665179410873
3.3000000000000003,226.46691177037277,227.8081374346951,229.68558244325848,230.27412117204963,230.99240722464612,235.36768645140404,231.9324572657246,234.74842838857163,235.9450405863347,239.1168361431807,238.60315515430713,238.35083368842163
3.35,227.44868635243697,228.34501757396893,228.60646465872048,231.55215078441847,232.60338697186964,233.89920307057733,234.0447947321036,235.24156957784155,236.20098468919764,236.9682046802819,240.29942502938067,240.17716708911087
3.4000000000000004,228.42442639428162,230.175730137749,230.15923220936492,232.0141190897528,232.0699217627388,235.10534662215917,234.79169787082708,236.12273333975253,236.63930145886758,239.0733120733571,239.2800917121404,240.97758066270166
3.45,229.75002251864908,228.12049819553943,231.64985834101518,232.76854923741877,232.8821369778525,235.84291709103616,235.26855512525395,237.37398909943047,237.40667404182432,239.96924250481965,241.02387829395013,241.25545170364822
3.5,230.58459318198464,230.01477891473053,231.67402527382524,233.68277989114628,234.50418786141998,235.81106469241192,237.0185467525813,236.90801851957372,238.2371875847838,239.68303229764817,242.2657112019312,242.10668320160394
3.5500000000000003,231.50280303546612,230.20941420306286,233.08623874279257,231.94207578619552,233.89258620990535,235.42056470203795,236.77659862604335,237.80863497013414,236.71427235631108,239.5003015781692,241.42059169974277,243.16677155135127
3.6,231.06246519206354,233.1574064723456,232.0030433442676,233.18584425171045,235.05073025988338,235.92725922393439,236.362920245659,238.50537991966198,239.0984156527448,240.03563145237928,243.5115038599108,243.11880427572714
3.6500000000000004,232.39102505593965,233.48408426023505,234.06813637122087,233.54685779796577,233.3076879276624,237.385298534912,236.4618388251227,239.19349086723477,239.2618365398,240.6317307467004,243.492717671372,243.5956670769346
3.7,229.44135376759684,230.34001190785418,232.10671057752168,233.33798399000764,235.7848766103051,234.79002582631654,237.50709129724297,239.8729932606866,241.6511852213617,241.3891917594661,243.30181942862876,244.74351820261148
3.75,232.23170367141967,233.22596288078728,234.59482756221135,235.4583523674523,236.05316020066883,238.34291171997242,238.86897557609083,241.21697986948936,240.47915713773574,241.9279607104735,244.2746461148712,244.43370913675207
3.8000000000000003,232.5791284401029,231.96447859934094,234.32286770302002,234.8413061293767,236.16731604113713,237.720809056909,239.61456784504287,239.66698282795042,243.013954417692,241.5320748091677,243.46698137760828,245.73912311191444
3.85,231.35799103187927,232.27670506125895,234.12897045488708,235.803751635591,236.70723863766113,239.57974317613014,238.99687190532399,241.82256267005985,241.33110654127503,243.41777832532046,244.11316972926738,247.5879808851482
3.9000000000000004,231.7351528918907,232.45701447781832,235.43298905013603,238.30149465484448,237.74623979508962,237.22445138925633,239.62106049171527,240.8250005633394,242.73743496846126,243.69135248273386,246.7904600177623,245.6619121271952
3.95,234.68240542902333,235.60639605425584,235.56258673672036,236.59116480744757,237.8280920677375,240.66325961240796,240.9286395462562,244.1403191719957,244.26663319156197,245.74768222973054,245.70984410178036,247.8699315602184
4.0,237.34327843157897,235.07758823904626,236.90420327107927,235.29222814606285,238.76955135359205,238.48423432616673,240.50714758758238,242.13976292059928,244.5500049472504,245.09519008010164,248.25595889922363,248.48944493064135
4.05,233.04216104031295,235.78224977688674,235.88944710553855,237.45842124337378,238.73411617137103,240.5060178400645,242.36276250164883,242.8110195860323,243.413242807807,247.9132998653518,248.06403505884933,248.5637689976204
